"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"8/11/2022","8/11/2022","8/15/2022","RIVN","Rivian Automotive
CUSIP: 76954A103","Buy","5","$39.37","($196.85)"
"8/11/2022","8/11/2022","8/15/2022","MU","Micron Technology
CUSIP: 595112103","Buy","2","$63.98","($127.96)"
"8/11/2022","8/11/2022","8/15/2022","BNGO","Bionano Genomics
CUSIP: 09075F107","Sell","6","$3.75","$22.50"
"8/11/2022","8/11/2022","8/15/2022","BNGO","Bionano Genomics
CUSIP: 09075F107","Sell","144","$3.75","$539.96"
"8/11/2022","8/11/2022","8/15/2022","BNGO","Bionano Genomics
CUSIP: 09075F107","Sell","50","$3.75","$187.50"
"8/11/2022","8/11/2022","8/15/2022","HPE","HP Enterprise
CUSIP: 42824C109","Buy","8","$14.82","($118.55)"
"8/11/2022","8/11/2022","8/15/2022","INTC","Intel
CUSIP: 458140100","Buy","4","$36.08","($144.30)"
"8/11/2022","8/11/2022","8/15/2022","DNA","Ginkgo Bioworks
CUSIP: 37611X100","Buy","50","$4.30","($215.00)"
"8/11/2022","8/11/2022","8/15/2022","VCSA","Vacasa
CUSIP: 91854V107","Buy","20","$4.06","($81.10)"
"8/11/2022","8/11/2022","8/15/2022","AMRSQ","Amyris, Inc.
CUSIP: 03236M200","Buy","70","$3.95","($276.50)"
"8/11/2022","8/11/2022","8/15/2022","ADI","Analog Devices
CUSIP: 032654105","Buy","2","$176.62","($353.24)"
"8/11/2022","8/11/2022","8/15/2022","MTSI","MACOM
CUSIP: 55405Y100","Buy","4","$60.16","($240.64)"
"8/11/2022","8/11/2022","8/15/2022","TXN","Texas Instruments
CUSIP: 882508104","Buy","1","$184.98","($184.98)"
"8/11/2022","8/11/2022","8/15/2022","BNGO","Bionano Genomics
CUSIP: 09075F107","Buy","200","$3.22","($644.00)"
"8/11/2022","8/11/2022","8/15/2022","DIS","Disney
CUSIP: 254687106","Buy","2","$123.09","($246.18)"
"8/11/2022","8/11/2022","8/11/2022","","ACH Deposit","ACH","","","$2,000.00"
"8/10/2022","8/10/2022","8/12/2022","ALB","Albemarle
CUSIP: 012653101","Buy","0.775524","$257.89","($200.00)"
"8/10/2022","8/10/2022","8/12/2022","FSLR","First Solar
CUSIP: 336433107","Buy","0.869943","$114.93","($99.98)"
"8/10/2022","8/10/2022","8/12/2022","FSLR","First Solar
CUSIP: 336433107","Buy","0.000174","$114.93","($0.02)"
"8/10/2022","8/10/2022","8/12/2022","NVDA","NVIDIA
CUSIP: 67066G104","Buy","0.557957","$179.22","($100.00)"
"8/10/2022","8/10/2022","8/12/2022","PLUG","Plug Power
CUSIP: 72919P202","Sell","7.870681","$28.46","$224.00"
"8/8/2022","8/8/2022","8/10/2022","AMKR","Amkor Technology
CUSIP: 031652100","Sell","0.199263","$22.41","$4.47"
"8/8/2022","8/8/2022","8/10/2022","AMKR","Amkor Technology
CUSIP: 031652100","Sell","25","$22.41","$560.23"
"8/8/2022","8/8/2022","8/10/2022","AMC","AMC Entertainment
CUSIP: 00165C104","Buy","0.273733","$25.76","($7.05)"
"8/8/2022","8/8/2022","8/10/2022","AMC","AMC Entertainment
CUSIP: 00165C104","Buy","0.137753","$25.76","($3.55)"
"8/8/2022","8/8/2022","8/10/2022","AMC","AMC Entertainment
CUSIP: 00165C104","Buy","19","$25.76","($489.35)"
"8/8/2022","8/8/2022","8/10/2022","AMC","AMC Entertainment
CUSIP: 00165C104","Buy","0.001999","$25.76","($0.05)"
"8/8/2022","8/8/2022","8/10/2022","AMKR","Amkor Technology
CUSIP: 031652100","Sell","0.027457","$22.58","$0.62"
"8/8/2022","8/8/2022","8/10/2022","AMKR","Amkor Technology
CUSIP: 031652100","Sell","24.77328","$22.58","$559.36"
"8/8/2022","8/8/2022","8/10/2022","CMG","Chipotle
CUSIP: 169656105","Sell","0.380246","$1,607.86","$611.36"
"8/8/2022","8/8/2022","8/10/2022","GOVX","GeoVax Labs
CUSIP: 373678507","Sell","100","$3.10","$309.99"
"8/5/2022","8/5/2022","8/9/2022","AAPL","Apple
CUSIP: 037833100","Sell","0.220405","$165.15","$36.40"
"8/5/2022","8/5/2022","8/9/2022","AAPL","Apple
CUSIP: 037833100","Sell","3.999907","$165.15","$660.58"
"8/5/2022","8/5/2022","8/9/2022","TSLA","Tesla
CUSIP: 88160R101","Sell","0.99993","$859.07","$858.99"
"8/5/2022","8/5/2022","8/9/2022","TSLA","Tesla
CUSIP: 88160R101","Sell","0.16413","$859.01","$140.99"
"8/5/2022","8/5/2022","8/9/2022","HKD","AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares)
CUSIP: 00180N101","Buy","0.273972","$730.00","($200.00)"
"8/5/2022","8/5/2022","8/9/2022","SEDG","SolarEdge
CUSIP: 83417M104","Buy","1","$326.00","($326.00)"
"8/5/2022","8/5/2022","8/5/2022","","ACH Deposit","ACH","","","$500.00"
"8/4/2022","8/4/2022","8/8/2022","NVDA","NVIDIA
CUSIP: 67066G104","Buy","4","$190.70","($762.78)"
"8/4/2022","8/4/2022","8/8/2022","TSLA","Tesla
CUSIP: 88160R101","Sell","2","$934.16","$1,868.28"
"8/3/2022","8/3/2022","8/5/2022","F","Ford Motor
CUSIP: 345370860","Buy","30","$16.05","($481.50)"
"8/3/2022","8/3/2022","8/5/2022","AMKR","Amkor Technology
CUSIP: 031652100","Buy","50","$22.49","($1,124.44)"
"8/3/2022","8/3/2022","8/5/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","3","$918.52","($2,755.55)"
"8/3/2022","8/3/2022","8/5/2022","AMZN","Amazon
CUSIP: 023135106","Buy","20","$137.08","($2,741.60)"
"8/3/2022","8/3/2022","8/5/2022","PLUG","Plug Power
CUSIP: 72919P202","Buy","7","$23.35","($163.45)"
"8/2/2022","8/2/2022","8/4/2022","TUEM","Tuesday Morning
CUSIP: 89904V101","Sell","39","$0.21","$8.29"
"8/2/2022","8/2/2022","8/4/2022","RBGLY","Reckitt Benckiser
CUSIP: 756255204","Sell","2","$16.59","$33.18"
"8/2/2022","8/2/2022","8/4/2022","GOVX","GeoVax Labs
CUSIP: 373678507","Buy","100","$3.48","($348.00)"
"8/2/2022","8/2/2022","8/4/2022","FEDU","Four Seasons Education (Cayman) Inc. American depositary shares, each representing ten (10) Ordinary Shares
CUSIP: 35101A309","Sell","10","$12.31","$123.10"
"8/2/2022","8/2/2022","8/4/2022","GOVX","GeoVax Labs
CUSIP: 373678507","Sell","55","$3.40","$186.99"
"8/2/2022","8/2/2022","8/4/2022","GOVX","GeoVax Labs
CUSIP: 373678507","Sell","125","$3.40","$424.98"
"8/2/2022","8/2/2022","8/4/2022","GOVX","GeoVax Labs
CUSIP: 373678507","Sell","20","$3.40","$68.00"
"8/1/2022","8/1/2022","8/3/2022","VRAX","Virax Biolabs
CUSIP: G9495L109","Buy","22","$11.93","($262.46)"
"8/1/2022","8/1/2022","8/3/2022","JAKK","JAKKS
CUSIP: 47012E403","Sell","8","$20.94","$167.52"
"8/1/2022","8/1/2022","8/3/2022","GOVX","GeoVax Labs
CUSIP: 373678507","Buy","200","$4.11","($822.00)"
"8/1/2022","8/1/2022","8/1/2022","","ACH Deposit","ACH","","","$500.00"
"7/29/2022","7/29/2022","8/2/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","0.245141","$877.04","($215.00)"
"7/29/2022","7/29/2022","8/2/2022","FEDU","Four Seasons Education (Cayman) Inc. American depositary shares, each representing ten (10) Ordinary Shares
CUSIP: 35101A309","Sell","0.577384","$12.84","$7.41"
"7/29/2022","7/29/2022","8/2/2022","AMZN","Amazon
CUSIP: 023135106","Buy","0.19066","$136.94","($26.11)"
"7/29/2022","7/29/2022","8/2/2022","AMZN","Amazon
CUSIP: 023135106","Buy","2","$136.94","($273.89)"
"7/29/2022","7/29/2022","8/2/2022","NOVA","Sunnova Energy
CUSIP: 86745K104","Buy","6.994327","$25.90","($181.13)"
"7/29/2022","7/29/2022","8/2/2022","NOVA","Sunnova Energy
CUSIP: 86745K104","Buy","0.729468","$25.88","($18.87)"
"7/29/2022","7/29/2022","8/2/2022","FSLR","First Solar
CUSIP: 336433107","Buy","2.997501","$96.06","($287.94)"
"7/29/2022","7/29/2022","8/2/2022","FSLR","First Solar
CUSIP: 336433107","Buy","0.125651","$95.98","($12.06)"
"7/29/2022","7/29/2022","7/29/2022","","ACH Deposit","ACH","","","$1,000.00"
"7/29/2022","7/29/2022","8/2/2022","FSLR","First Solar
CUSIP: 336433107","Buy","0.107521","$93.00","($10.00)"
"7/29/2022","7/29/2022","8/2/2022","RBGLY","Reckitt Benckiser
CUSIP: 756255204","Buy","2","$16.23","($32.46)"
"7/28/2022","7/28/2022","8/1/2022","AAPL","Apple
CUSIP: 037833100","Buy","18.863179","$159.04","($3,000.00)"
"7/28/2022","7/28/2022","8/1/2022","AMZN","Amazon
CUSIP: 023135106","Buy","0.732815","$136.46","($100.00)"
"7/28/2022","7/28/2022","8/1/2022","PTPI","Petros Pharmaceuticals
CUSIP: 71678J100","Sell","18","$0.80","$14.40"
"7/28/2022","7/28/2022","8/1/2022","PTPI","Petros Pharmaceuticals
CUSIP: 71678J100","Sell","163","$0.80","$130.38"
"7/28/2022","7/28/2022","8/1/2022","FEDU","Four Seasons Education (Cayman) Inc. American depositary shares, each representing ten (10) Ordinary Shares
CUSIP: 35101A309","Buy","10.577384","$14.18","($150.00)"
"7/28/2022","7/28/2022","8/1/2022","AAPL","Apple
CUSIP: 037833100","Buy","6.390593","$156.48","($1,000.00)"
"7/28/2022","7/28/2022","8/1/2022","CMG","Chipotle
CUSIP: 169656105","Buy","0.330246","$1,514.02","($500.00)"
"7/28/2022","7/28/2022","8/1/2022","PTPI","Petros Pharmaceuticals
CUSIP: 71678J100","Buy","181","$0.70","($126.70)"
"7/28/2022","7/28/2022","8/1/2022","JAKK","JAKKS
CUSIP: 47012E403","Buy","0.726003","$22.92","($16.64)"
"7/28/2022","7/28/2022","8/1/2022","JAKK","JAKKS
CUSIP: 47012E403","Buy","7.981265","$22.97","($183.36)"
"7/28/2022","7/28/2022","8/1/2022","NTRB","Nutriband
CUSIP: 67092M208","Sell","228","$7.24","$1,650.65"
"7/28/2022","7/28/2022","8/1/2022","NTRB","Nutriband
CUSIP: 67092M208","Sell","30","$7.38","$221.55"
"7/28/2022","7/28/2022","8/1/2022","AAPL","Apple
CUSIP: 037833100","Buy","0.00172","$156.92","($0.27)"
"7/28/2022","7/28/2022","8/1/2022","AAPL","Apple
CUSIP: 037833100","Buy","3.184611","$156.92","($499.73)"
"7/27/2022","7/27/2022","7/27/2022","","ACH Deposit","ACH","","","$1,000.00"
"7/27/2022","7/27/2022","7/29/2022","F","Ford Motor
CUSIP: 345370860","Buy","5","$13.89","($69.45)"
"7/27/2022","7/27/2022","7/29/2022","F","Ford Motor
CUSIP: 345370860","Buy","3.984881","$13.89","($55.35)"
"7/27/2022","7/27/2022","7/29/2022","F","Ford Motor
CUSIP: 345370860","Buy","5","$13.89","($69.45)"
"7/27/2022","7/27/2022","7/29/2022","F","Ford Motor
CUSIP: 345370860","Buy","0.414414","$13.88","($5.75)"
"7/27/2022","7/27/2022","7/29/2022","NTRB","Nutriband
CUSIP: 67092M208","Buy","125.394864","$7.93","($994.77)"
"7/27/2022","7/27/2022","7/29/2022","NTRB","Nutriband
CUSIP: 67092M208","Buy","0.662444","$7.90","($5.23)"
"7/27/2022","7/27/2022","7/29/2022","CMG","Chipotle
CUSIP: 169656105","Buy","0.05","$1,497.93","($74.90)"
"7/27/2022","7/27/2022","7/29/2022","NTRB","Nutriband
CUSIP: 67092M208","Buy","120","$7.68","($921.60)"
"7/26/2022","7/26/2022","7/28/2022","NTRB","Nutriband
CUSIP: 67092M208","Buy","12","$6.98","($83.76)"
"7/26/2022","7/26/2022","7/28/2022","NVDA","NVIDIA
CUSIP: 67066G104","Sell","6","$165.34","$992.04"
"7/26/2022","7/26/2022","7/28/2022","AMZN","Amazon
CUSIP: 023135106","Sell","8","$115.89","$927.09"
"7/26/2022","7/26/2022","7/28/2022","AAPL","Apple
CUSIP: 037833100","Sell","7","$150.95","$1,056.62"
"7/26/2022","7/26/2022","7/26/2022","","ACH Deposit","ACH","","","$1,000.00"
"7/25/2022","7/25/2022","7/25/2022","","Gold Fee","GOLD","","","($5.00)"
"7/25/2022","7/25/2022","7/25/2022","","ACH Deposit","ACH","","","$500.00"
"7/25/2022","7/25/2022","7/25/2022","","ACH Deposit","ACH","","","$500.00"
"7/22/2022","7/22/2022","7/22/2022","SPHD","Cash Div: R/D 2022-07-19 P/D 2022-07-22 - 1 shares at 0.14061","CDIV","","","$0.14"
"7/22/2022","7/22/2022","7/26/2022","TUEM","Tuesday Morning
CUSIP: 89904V101","Buy","39","$0.29","($11.47)"
"7/22/2022","7/22/2022","7/26/2022","ONEM","1Life Healthcare
CUSIP: 68269G107","Buy","1","$17.15","($17.15)"
"7/22/2022","7/22/2022","7/22/2022","TSLA","Tesla
CUSIP: 88160R101","REC","0.0606","",""
"7/21/2022","7/21/2022","7/25/2022","NVDA","NVIDIA
CUSIP: 67066G104","Buy","4","$177.73","($710.92)"
"7/19/2022","7/19/2022","7/21/2022","NVDA","NVIDIA
CUSIP: 67066G104","Buy","2","$171.38","($342.75)"
"7/18/2022","7/18/2022","7/20/2022","AMZN","Amazon
CUSIP: 023135106","Buy","8","$114.86","($918.88)"
"7/18/2022","7/18/2022","7/20/2022","AAPL","Apple
CUSIP: 037833100","Buy","7","$151.10","($1,057.70)"
"7/18/2022","7/18/2022","7/18/2022","","ACH Deposit","ACH","","","$4,000.00"
"7/13/2022","7/13/2022","7/13/2022","","ACH Deposit","ACH","","","$500.00"
"7/13/2022","7/13/2022","7/13/2022","","ACH Deposit","ACH","","","$1,000.00"
"7/11/2022","7/11/2022","7/13/2022","SPHD","Invesco S&P 500 High Dividend Low Volatility ETF
CUSIP: 46138E362","Buy","1","$43.93","($43.93)"
"7/11/2022","7/11/2022","7/11/2022","","ACH Deposit","ACH","","","$500.00"
"7/7/2022","7/7/2022","7/7/2022","","ACH Deposit","ACH","","","$500.00"
"7/6/2022","7/6/2022","7/6/2022","","ACH Deposit","ACH","","","$500.00"
"7/6/2022","7/6/2022","7/8/2022","RIVN","Rivian Automotive
CUSIP: 76954A103","Buy","2","$29.76","($59.52)"
"7/5/2022","7/5/2022","7/7/2022","F","Ford Motor
CUSIP: 345370860","Buy","2","$10.71","($21.42)"
"7/5/2022","7/5/2022","7/7/2022","F","Ford Motor
CUSIP: 345370860","Buy","13","$10.71","($139.23)"
"6/28/2022","6/28/2022","6/30/2022","PSEC","Prospect Capital
CUSIP: 74348T102","Buy","14","$7.16","($100.24)"
"6/24/2022","6/24/2022","6/28/2022","PLUG","Plug Power
CUSIP: 72919P202","Sell","32","$18.11","$579.50"
"6/21/2022","6/21/2022","6/21/2022","","ACH Deposit","ACH","","","$1,000.00"
"6/21/2022","6/21/2022","6/21/2022","","ACH Deposit","ACH","","","$1,000.00"
"6/17/2022","6/17/2022","6/22/2022","PLUG","Plug Power
CUSIP: 72919P202","Buy","31.870681","$15.69","($500.00)"
"6/17/2022","6/17/2022","6/17/2022","","ACH Deposit","ACH","","","$1,000.00"
"1/17/2020","1/17/2020","1/17/2020","PLUG","Plug Power
CUSIP: 72919P202","REC","1","",""
""
"","","","","","","","","","The data provided is for informational purposes only. Please consult a professional tax service or personal tax advisor if you need instructions on how to calculate cost basis or questions regarding your specific tax situation. Reminder: This data does not include Robinhood Crypto or Robinhood Spending activity."
